playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
1010978,Cal Ripken Jr.,Cal Ripken,BAL,Orioles,2,SS,716.0,,,9.756146430969238,9.756146430969238
1004852,Dwight Gooden,Dwight Gooden,NYM,Mets,25,P,83.0,218.0,8.258535385131836,0.16341736912727356,8.42195275425911
1011411,Ryne Sandberg,Ryne Sandberg,CHC,Cubs,17,2B,700.0,,,7.973179340362549,7.973179340362549
1011586,Mike Schmidt,Mike Schmidt,PHI,Phillies,26,3B,632.0,,,7.141961097717285,7.141961097717285
1002015,Gary Carter,Gary Carter,MON,Expos,24,C,669.0,,,7.1354451179504395,7.1354451179504395
1009238,Lloyd Moseby,Lloyd Moseby,TOR,Blue Jays,14,CF,688.0,,,6.941314697265625,6.941314697265625
1013157,Alan Trammell,Alan Trammell,DET,Tigers,6,SS,626.0,,,6.863185405731201,6.863185405731201
1009386,Eddie Murray,Eddie Murray,BAL,Orioles,2,1B,705.0,,,6.798103332519531,6.798103332519531
1406,Tim Raines,Tim Raines,MON,Expos,24,CF,718.0,,,6.679230690002441,6.679230690002441
1000799,Buddy Bell,Buddy Bell,TEX,Rangers,13,3B,630.0,,,6.536545276641846,6.536545276641846
1012734,Rick Sutcliffe,Rick Sutcliffe,- - -,- - -,0,P,63.0,244.66660000000002,5.9934210777282715,0.4631832540035248,6.456604331731796
1005166,Tony Gwynn,Tony Gwynn,SDP,Padres,29,RF,675.0,,,6.320625305175781,6.320625305175781
1007518,Chet Lemon,Chet Lemon,DET,Tigers,6,CF,573.0,,,6.200624942779541,6.200624942779541
1008261,Don Mattingly,Don Mattingly,NYY,Yankees,9,1B,662.0,,,6.069024562835693,6.069024562835693
1001124,Wade Boggs,Wade Boggs,BOS,Red Sox,3,3B,726.0,,,5.972941875457764,5.972941875457764
1014174,Mike Witt,Mike Witt,CAL,Angels,1,P,,246.6666,5.8627705574035645,0.0,5.8627705574035645
