playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
815,Roger Clemens,Roger Clemens,BOS,Red Sox,3,P,,264.0,9.161515235900879,0.0,9.161515235900879
1001124,Wade Boggs,Wade Boggs,BOS,Red Sox,3,3B,719.0,,,8.650028228759766,8.650028228759766
1005006,Mike Greenwell,Mike Greenwell,BOS,Red Sox,3,LF,693.0,,,7.771469593048096,7.771469593048096
1001918,Jose Canseco,Jose Canseco,OAK,Athletics,10,RF,705.0,,,7.593685150146484,7.593685150146484
1010557,Kirby Puckett,Kirby Puckett,MIN,Twins,8,CF,691.0,,,7.121993541717529,7.121993541717529
293,Fred McGriff,Fred McGriff,TOR,Blue Jays,14,1B,623.0,,,6.610318183898926,6.610318183898926
1005630,Dave Henderson,Dave Henderson,OAK,Athletics,10,CF,570.0,,,6.39915657043457,6.39915657043457
1013363,Andy Van Slyke,Andy Van Slyke,PIT,Pirates,27,CF,659.0,,,6.383633613586426,6.383633613586426
76,Greg Swindell,Greg Swindell,CLE,Indians,5,P,,242.0,6.336752414703369,0.0,6.336752414703369
1004852,Dwight Gooden,Dwight Gooden,NYM,Mets,25,P,101.0,248.3333,5.98801326751709,0.3295198678970337,6.3175331354141235
335,Barry Larkin,Barry Larkin,CIN,Reds,18,SS,652.0,,,6.310540199279785,6.310540199279785
1013435,Frank Viola,Frank Viola,MIN,Twins,8,P,,255.3333,6.263123989105225,0.0,6.263123989105225
1005115,Mark Gubicza,Mark Gubicza,KCR,Royals,7,P,,269.6666,6.180240631103516,0.0,6.180240631103516
1004669,Kirk Gibson,Kirk Gibson,LAD,Dodgers,22,LF,632.0,,,6.166908264160156,6.166908264160156
1005799,Teddy Higuera,Teddy Higuera,MIL,Brewers,23,P,,227.3333,5.854323863983154,0.0,5.854323863983154
1012186,Ozzie Smith,Ozzie Smith,STL,Cardinals,28,SS,669.0,,,5.82913064956665,5.82913064956665
1001772,Brett Butler,Brett Butler,SFG,Giants,30,CF,679.0,,,5.81829833984375,5.81829833984375
1002318,Will Clark,Will Clark,SFG,Giants,30,1B,689.0,,,5.735761642456055,5.735761642456055
1390,Andres Galarraga,Andres Galarraga,MON,Expos,24,1B,661.0,,,5.604304313659668,5.604304313659668
1007438,Tim Leary,Tim Leary,LAD,Dodgers,22,P,83.0,228.6666,4.700491428375244,0.8174426555633545,5.517934083938599
194,Rickey Henderson,Rickey Henderson,NYY,Yankees,9,LF,647.0,,,5.464071750640869,5.464071750640869
1680,David Cone,David Cone,NYM,Mets,25,P,88.0,231.3333,5.301504611968994,0.1558556705713272,5.457360282540321
1014396,Robin Yount,Robin Yount,MIL,Brewers,23,CF,696.0,,,5.453409194946289,5.453409194946289
1011355,Bret Saberhagen,Bret Saberhagen,KCR,Royals,7,P,,260.6666,5.450636863708496,0.0,5.450636863708496
1109,Barry Bonds,Barry Bonds,PIT,Pirates,27,LF,614.0,,,5.400350570678711,5.400350570678711
1001400,George Brett,George Brett,KCR,Royals,7,1B,681.0,,,5.30725622177124,5.30725622177124
1009040,Paul Molitor,Paul Molitor,MIL,Brewers,23,3B/DH,690.0,,,5.30090856552124,5.30090856552124
1013157,Alan Trammell,Alan Trammell,DET,Tigers,6,SS,523.0,,,5.290164947509766,5.290164947509766
1012606,Darryl Strawberry,Darryl Strawberry,NYM,Mets,25,RF,640.0,,,5.271757125854492,5.271757125854492
1005107,Kelly Gruber,Kelly Gruber,TOR,Blue Jays,14,3B,623.0,,,5.262541770935059,5.262541770935059
1006295,Danny Jackson,Danny Jackson,CIN,Reds,18,P,101.0,260.6666,5.220649242401123,0.002446777420118451,5.2230960198212415
