playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
1012300,Al Spalding,Al Spalding,BSN,Red Stockings,16,P,365,616.3333,6.400816917419434,1.8036506175994873,8.204467535018921
1008341,Dick McBride,Dick McBride,PHN,Athletics,1002,P,264,487.0,5.974719047546387,-0.08550775796175003,5.889211289584637
1014433,George Zettlein,George Zettlein,CHI,White Stockings,17,P,245,515.6666,5.823930263519287,-0.41236481070518494,5.411565452814102
1002872,Candy Cummings,Candy Cummings,PWS,Whites,1065,P,231,482.0,5.062840938568115,-0.25377899408340454,4.809061944484711
1008234,Bobby Mathews,Bobby Mathews,NYM,Mutuals,1053,P,301,578.0,4.310301780700684,0.2529470920562744,4.563248872756958
1004078,Cherokee Fisher,Cherokee Fisher,HAR,Dark Blues,1033,P,243,317.0,4.098430156707764,-0.8075643181800842,3.2908658385276794
1008696,Cal McVey,Cal McVey,BSN,Red Stockings,16,C/RF,344,,,3.224517345428467,3.224517345428467
1014277,George Wright,George Wright,BSN,Red Stockings,16,SS,318,,,2.987210988998413,2.987210988998413
1000573,Ross Barnes,Ross Barnes,BSN,Red Stockings,16,2B,267,,,2.764408826828003,2.764408826828003
1009839,Jim O'Rourke,Jim O'Rourke,BSN,Red Stockings,16,1B,335,,,2.4754276275634766,2.4754276275634766
1012436,Joe Start,Joe Start,NYM,Mutuals,1053,1B,310,,,2.4376609325408936,2.4376609325408936
1010347,Lip Pike,Lip Pike,HAR,Dark Blues,1033,SS/CF,239,,,2.3540866374969482,2.3540866374969482
1010100,Dickey Pearce,Dickey Pearce,BKA,Atlantics,1010,SS,261,,,2.3436732292175293,2.3436732292175293
1008065,Jack Manning,Jack Manning,- - -,- - -,0,P/2B,181,179.6666,1.7291510105133057,0.5179430171847343,2.24709402769804
1001158,Tommy Bond,Tommy Bond,BKA,Atlantics,1010,P,246,497.0,1.670064926147461,0.4379609227180481,2.108025848865509
1003705,Dave Eggler,Dave Eggler,PWS,Whites,1065,CF,304,,,2.0622406005859375,2.0622406005859375
1002736,Bill Craver,Bill Craver,PWS,Whites,1065,2B,269,,,2.0317606925964355,2.0317606925964355
1001334,Asa Brainard,Asa Brainard,BAL,Canaries,1005,P/2B,198,239.0,2.2955825328826904,-0.33656466007232666,1.9590178728103638
1008506,Mike McGeary,Mike McGeary,PHN,Athletics,1002,C/SS,272,,,1.9252123832702637,1.9252123832702637
1000272,Cap Anson,Cap Anson,PHN,Athletics,1002,1B/3B,263,,,1.9217172861099243,1.9217172861099243
1004103,Wes Fisler,Wes Fisler,PHN,Athletics,1002,1B,180,,,1.8987016677856445,1.8987016677856445
1008830,Levi Meyerle,Levi Meyerle,CHI,White Stockings,17,2B/3B,257,,,1.817948818206787,1.817948818206787
1013860,Deacon White,Deacon White,BSN,Red Stockings,16,C/RF,357,,,1.7972925901412964,1.7972925901412964
1013895,Warren White,Warren White,BAL,Canaries,1005,3B,213,,,1.7602328062057495,1.7602328062057495
1007530,Andy Leonard,Andy Leonard,BSN,Red Stockings,16,LF,341,,,1.6956497430801392,1.6956497430801392
1008649,John McMullin,John McMullin,PHN,Athletics,1002,CF,268,,,1.6331392526626587,1.6331392526626587
1003985,Bob Ferguson,Bob Ferguson,BKA,Atlantics,1010,3B,247,9.0,0.2569063603878021,1.366560697555542,1.6234670579433441
1004213,Davy Force,Davy Force,CHI,White Stockings,17,3B/SS,297,7.0,-0.28771188855171204,1.9025388956069946,1.6148270070552826
