playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
1004285,Jimmie Foxx,Jimmie Foxx,PHA,Athletics,10,1B,670.0,,,9.802933692932129,9.802933692932129
1006991,Chuck Klein,Chuck Klein,PHI,Phillies,26,RF,667.0,,,7.443084716796875,7.443084716796875
1002796,Joe Cronin,Joe Cronin,WAS,Senators,8,SS,696.0,,,7.372622966766357,7.372622966766357
1004596,Charlie Gehringer,Charlie Gehringer,DET,Tigers,6,2B,705.0,,,7.254135608673096,7.254135608673096
1004598,Lou Gehrig,Lou Gehrig,NYY,Yankees,9,1B,687.0,,,7.113403797149658,7.113403797149658
1003106,Dizzy Dean,Dizzy Dean,STL,Cardinals,28,P,111.0,293.0,6.820680618286133,0.04168358072638512,6.862364199012518
1011327,Babe Ruth,Babe Ruth,NYY,Yankees,9,RF/LF,575.0,9.0,0.09626782685518265,6.6876630783081055,6.783930905163288
1006123,Carl Hubbell,Carl Hubbell,NYG,Giants,30,P,116.0,308.6666,6.683669567108154,0.02535509131848812,6.709024658426642
1013377,Arky Vaughan,Arky Vaughan,PIT,Pirates,27,SS,655.0,,,6.503004550933838,6.503004550933838
1000875,Wally Berger,Wally Berger,BSN,Braves,16,CF,574.0,,,6.41162633895874,6.41162633895874
1002384,Mickey Cochrane,Mickey Cochrane,PHA,Athletics,10,C,542.0,,,6.172932147979736,6.172932147979736
1013637,Lon Warneke,Lon Warneke,CHC,Cubs,17,P,106.0,287.3333,4.595405101776123,1.168469786643982,5.763874888420105
1008189,Pepper Martin,Pepper Martin,STL,Cardinals,28,3B,669.0,,,5.687687397003174,5.687687397003174
1009904,Mel Ott,Mel Ott,NYG,Giants,30,RF,661.0,,,5.440236568450928,5.440236568450928
1011128,Billy Rogell,Billy Rogell,DET,Tigers,6,SS,675.0,,,5.27858829498291,5.27858829498291
1011978,Al Simmons,Al Simmons,CHW,White Sox,4,LF,648.0,,,4.798903942108154,4.798903942108154
1002141,Ben Chapman,Ben Chapman,NYY,Yankees,9,RF/LF,651.0,,,4.741118907928467,4.741118907928467
1015243,Josh Gibson,Josh Gibson,PC,Crawfords,1143,C,258.0,,,4.649005889892578,4.649005889892578
