playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
1002378,Ty Cobb,Ty Cobb,DET,Tigers,6,CF,590.0,,,10.333040237426758,10.333040237426758
1006511,Walter Johnson,Walter Johnson,WAS,Senators,8,P,142.0,370.0,9.609232902526855,0.2459632158279419,9.855196118354797
1002451,Eddie Collins,Eddie Collins,PHA,Athletics,10,2B,658.0,,,9.694470405578613,9.694470405578613
1007259,Nap Lajoie,Nap Lajoie,CLE,Naps,5,2B,677.0,,,9.316580772399902,9.316580772399902
1013570,Ed Walsh,Ed Walsh,CHW,White Sox,4,P,148.0,369.6666,8.127741813659668,0.5694184303283691,8.697160243988037
1008235,Christy Mathewson,Christy Mathewson,NYG,Giants,30,P,124.0,318.3333,7.476585865020752,0.779166579246521,8.255752444267273
1007965,Sherry Magee,Sherry Magee,PHI,Phillies,26,LF,647.0,,,7.534475803375244,7.534475803375244
1012309,Tristram Speaker,Tris Speaker,BOS,Red Sox,3,CF,608.0,,,7.458669185638428,7.458669185638428
1004223,Russ Ford,Russ Ford,NYH,Highlanders,9,P,112.0,299.6666,6.596331596374512,0.6027396321296692,7.199071228504181
1013485,Honus Wagner,Honus Wagner,PIT,Pirates,27,SS,640.0,,,6.228917598724365,6.228917598724365
1002583,Jack Coombs,Jack Coombs,PHA,Athletics,10,P,142.0,353.0,5.401008129119873,0.48220664262771606,5.883214771747589
1000827,Chief Bender,Chief Bender,PHA,Athletics,10,P,106.0,250.0,4.883009433746338,0.9253038167953491,5.808313250541687
1005917,Solly Hofman,Solly Hofman,CHC,Cubs,17,CF,572.0,,,5.773445129394531,5.773445129394531
1001547,Mordecai Brown,Mordecai Brown,CHC,Cubs,17,P,115.0,295.3333,5.608152389526367,-0.10801858454942703,5.50013380497694
1001749,Donie Bush,Donie Bush,DET,Tigers,6,SS,606.0,,,5.3729963302612305,5.3729963302612305
1001797,Bobby Byrne,Bobby Byrne,PIT,Pirates,27,3B,679.0,,,5.247615337371826,5.247615337371826
1007093,Ed Konetchy,Ed Konetchy,STL,Cardinals,28,1B,613.0,4.0,-0.005206019151955843,5.170171737670898,5.164965718518943
1012234,Fred Snodgrass,Fred Snodgrass,NYG,Giants,30,CF/LF,493.0,,,5.13158655166626,5.13158655166626
1000453,Home Run Baker,Frank Baker,PHA,Athletics,10,3B,620.0,,,4.772084712982178,4.772084712982178
