playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
194,Rickey Henderson,Rickey Henderson,NYY,Yankees,9,CF,654.0,,,9.717313766479492,9.717313766479492
1004852,Dwight Gooden,Dwight Gooden,NYM,Mets,25,P,107.0,276.6666,8.899490356445312,0.8115002512931824,9.710990607738495
1001124,Wade Boggs,Wade Boggs,BOS,Red Sox,3,3B,758.0,,,8.81312370300293,8.81312370300293
1001400,George Brett,George Brett,KCR,Royals,7,3B,665.0,,,8.268917083740234,8.268917083740234
1005120,Pedro Guerrero,Pedro Guerrero,LAD,Dodgers,22,3B/LF,581.0,,,7.768857002258301,7.768857002258301
1406,Tim Raines,Tim Raines,MON,Expos,24,LF,665.0,,,7.173198223114014,7.173198223114014
1008513,Willie McGee,Willie McGee,STL,Cardinals,28,CF,652.0,,,7.138913154602051,7.138913154602051
1000537,Jesse Barfield,Jesse Barfield,TOR,Blue Jays,14,RF,612.0,,,7.037202835083008,7.037202835083008
1001098,Bert Blyleven,Bert Blyleven,- - -,- - -,0,P,,293.6666,6.966132402420044,0.0,6.966132402420044
1002015,Gary Carter,Gary Carter,NYM,Mets,25,C,633.0,,,6.683798789978027,6.683798789978027
1013215,John Tudor,John Tudor,STL,Cardinals,28,P,106.0,275.0,6.430848598480225,0.15377117693424225,6.584619775414467
1011355,Bret Saberhagen,Bret Saberhagen,KCR,Royals,7,P,,235.3333,6.158599853515625,0.0,6.158599853515625
1008261,Don Mattingly,Don Mattingly,NYY,Yankees,9,1B,727.0,,,6.054165840148926,6.054165840148926
1011411,Ryne Sandberg,Ryne Sandberg,CHC,Cubs,17,2B,673.0,,,5.886878967285156,5.886878967285156
1005741,Orel Hershiser,Orel Hershiser,LAD,Dodgers,22,P,91.0,239.6666,5.41011905670166,0.4754181504249573,5.885537207126617
1009122,Mike Moore,Mike Moore,SEA,Mariners,11,P,,247.0,5.855142116546631,0.0,5.855142116546631
1013327,Fernando Valenzuela,Fernando Valenzuela,LAD,Dodgers,22,P,103.0,272.3333,5.395925521850586,0.45506903529167175,5.850994557142258
1004592,Rich Gedman,Rich Gedman,BOS,Red Sox,3,C,556.0,,,5.609951972961426,5.609951972961426
1012186,Ozzie Smith,Ozzie Smith,STL,Cardinals,28,SS,615.0,,,5.572696685791016,5.572696685791016
1011667,Mike Scioscia,Mike Scioscia,LAD,Dodgers,22,C,525.0,,,5.5155534744262695,5.5155534744262695
1009386,Eddie Murray,Eddie Murray,BAL,Orioles,2,1B,677.0,,,5.5036702156066895,5.5036702156066895
1012104,Bryn Smith,Bryn Smith,MON,Expos,24,P,86.0,222.3333,5.071732521057129,0.4220444858074188,5.493777006864548
1010852,Rick Reuschel,Rick Reuschel,PIT,Pirates,27,P,68.0,194.0,5.158644199371338,0.29671427607536316,5.455358475446701
1010978,Cal Ripken Jr.,Cal Ripken,BAL,Orioles,2,SS,718.0,,,5.397716522216797,5.397716522216797
1010000,Dave Parker,Dave Parker,CIN,Reds,18,RF,694.0,,,5.353171348571777,5.353171348571777
1004669,Kirk Gibson,Kirk Gibson,DET,Tigers,6,RF,670.0,,,5.319797515869141,5.319797515869141
1011586,Mike Schmidt,Mike Schmidt,PHI,Phillies,26,1B/3B,645.0,,,5.228952884674072,5.228952884674072
1013554,Tim Wallach,Tim Wallach,MON,Expos,24,3B,617.0,,,5.1349196434021,5.1349196434021
1005737,Tom Herr,Tom Herr,STL,Cardinals,28,2B,696.0,,,5.095176696777344,5.095176696777344
1005706,Keith Hernandez,Keith Hernandez,NYM,Mets,25,1B,682.0,,,5.040895938873291,5.040895938873291
1003406,Bill Doran,Bill Doran,HOU,Astros,21,2B,657.0,,,5.025494575500488,5.025494575500488
1003070,Mike Davis,Mike Davis,OAK,Athletics,10,RF,604.0,,,4.903022289276123,4.903022289276123
1005124,Ron Guidry,Ron Guidry,NYY,Yankees,9,P,,259.0,4.868978023529053,0.0,4.868978023529053
1012924,Walt Terrell,Walt Terrell,DET,Tigers,6,P,,229.0,4.838092803955078,0.0,4.838092803955078
1001313,Phil Bradley,Phil Bradley,SEA,Mariners,11,LF,714.0,,,4.793001651763916,4.793001651763916
1012606,Darryl Strawberry,Darryl Strawberry,NYM,Mets,25,RF,470.0,,,4.751241683959961,4.751241683959961
1014174,Mike Witt,Mike Witt,CAL,Angels,1,P,,250.0,4.7200398445129395,0.0,4.7200398445129395
1013846,Lou Whitaker,Lou Whitaker,DET,Tigers,6,2B,701.0,,,4.670577049255371,4.670577049255371
