playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
327,Ken Griffey Jr.,Ken Griffey Jr.,SEA,Mariners,11,CF,638.0,,,9.719396591186523,9.719396591186523
1274,Alex Rodriguez,Alex Rodriguez,SEA,Mariners,11,SS,677.0,,,9.24557876586914,9.24557876586914
1109,Barry Bonds,Barry Bonds,SFG,Giants,30,LF,675.0,,,9.169184684753418,9.169184684753418
115,John Smoltz,John Smoltz,ATL,Braves,16,P,98.0,253.6666,8.406853675842285,0.5828944444656372,8.989748120307922
609,Chuck Knoblauch,Chuck Knoblauch,MIN,Twins,8,2B,701.0,,,8.11583137512207,8.11583137512207
104,Greg Maddux,Greg Maddux,ATL,Braves,16,P,82.0,245.0,7.817171096801758,-0.02716759592294693,7.790003500878811
547,Jeff Bagwell,Jeff Bagwell,HOU,Astros,21,1B,719.0,,,7.748120307922363,7.748120307922363
1004706,Bernard Gilkey,Bernard Gilkey,NYM,Mets,25,LF,656.0,,,7.593036651611328,7.593036651611328
1001863,Ken Caminiti,Ken Caminiti,SDP,Padres,29,3B,638.0,,,7.533570766448975,7.533570766448975
409,Jim Thome,Jim Thome,CLE,Indians,5,3B,636.0,,,7.433591842651367,7.433591842651367
1008559,Mark McGwire,Mark McGwire,OAK,Athletics,10,1B,548.0,,,7.34904670715332,7.34904670715332
372,Ellis Burks,Ellis Burks,COL,Rockies,19,LF,685.0,,,7.231721878051758,7.231721878051758
364,Brady Anderson,Brady Anderson,BAL,Orioles,2,CF,687.0,,,6.928555965423584,6.928555965423584
815,Roger Clemens,Roger Clemens,BOS,Red Sox,3,P,1.0,242.6666,6.786060333251953,0.058092355728149414,6.8441526889801025
335,Barry Larkin,Barry Larkin,CIN,Reds,18,SS,627.0,,,6.841014862060547,6.841014862060547
642,Kevin Brown,Kevin Brown,FLA,Marlins,20,P,85.0,233.0,6.744717597961426,-0.06556901335716248,6.679148584604263
893,Mike Piazza,Mike Piazza,LAD,Dodgers,22,C,631.0,,,6.593657970428467,6.593657970428467
114,Gary Sheffield,Gary Sheffield,FLA,Marlins,20,RF,677.0,,,6.509774684906006,6.509774684906006
1006482,Lance Johnson,Lance Johnson,NYM,Mets,25,CF,724.0,,,6.388922691345215,6.388922691345215
97,Chipper Jones,Chipper Jones,ATL,Braves,16,3B,693.0,,,6.340832710266113,6.340832710266113
3,Kevin Appier,Kevin Appier,KCR,Royals,7,P,,211.3333,6.3041205406188965,0.0,6.3041205406188965
90,Tom Glavine,Tom Glavine,ATL,Braves,16,P,96.0,235.3333,5.259692668914795,1.0440270900726318,6.303719758987427
899,Mo Vaughn,Mo Vaughn,BOS,Red Sox,3,1B,752.0,,,6.23647928237915,6.23647928237915
255,Frank Thomas,Frank Thomas,CHW,White Sox,4,1B,649.0,,,6.1153459548950195,6.1153459548950195
145,Pat Hentgen,Pat Hentgen,TOR,Blue Jays,14,P,,265.6666,6.011142253875732,0.0,6.011142253875732
1086,Edgar Martinez,Edgar Martinez,SEA,Mariners,11,DH,634.0,,,5.941542625427246,5.941542625427246
574,Shane Reynolds,Shane Reynolds,HOU,Astros,21,P,93.0,239.0,5.463334083557129,0.45716553926467896,5.920499622821808
1001477,Scott Brosius,Scott Brosius,OAK,Athletics,10,3B,500.0,,,5.804899215698242,5.804899215698242
279,Jeff Fassero,Jeff Fassero,MON,Expos,24,P,87.0,231.6666,5.879805088043213,-0.09726790338754654,5.782537184655666
1275,Ivan Rodriguez,Ivan Rodriguez,TEX,Rangers,13,C,685.0,,,5.638500213623047,5.638500213623047
1005827,Ken Hill,Ken Hill,TEX,Rangers,13,P,,250.6666,5.571033000946045,0.0,5.571033000946045
1044,Ray Lankford,Ray Lankford,STL,Cardinals,28,CF,635.0,,,5.48072624206543,5.48072624206543
