playerid,playerName,playerNameRoute,abbName,shortName,teamId,pos,PA,IP,pitWAR,batWAR,totalWAR
1008315,Willie Mays,Willie Mays,SFG,Giants,30,CF,669.0,,,8.345146179199219,8.345146179199219
1008236,Eddie Mathews,Eddie Mathews,MIL,Braves,16,3B,671.0,,,7.684361457824707,7.684361457824707
1008110,Roger Maris,Roger Maris,NYY,Yankees,9,RF,578.0,,,7.1557817459106445,7.1557817459106445
1000512,Ernie Banks,Ernie Banks,CHC,Cubs,17,SS,678.0,,,7.002978801727295,7.002978801727295
1000001,Hank Aaron,Hank Aaron,MIL,Braves,16,RF,664.0,,,7.00041389465332,7.00041389465332
1008082,Mickey Mantle,Mickey Mantle,NYY,Yankees,9,CF,644.0,,,6.909462928771973,6.909462928771973
1001653,Jim Bunning,Jim Bunning,DET,Tigers,6,P,93.0,252.0,6.903472423553467,-0.3764757215976715,6.526996701955795
1001283,Ken Boyer,Ken Boyer,STL,Cardinals,28,3B,616.0,,,6.428684711456299,6.428684711456299
1004355,Bob Friend,Bob Friend,PIT,Pirates,27,P,105.0,275.6666,7.108831405639648,-0.7063509821891785,6.40248042345047
1003516,Don Drysdale,Don Drysdale,LAD,Dodgers,22,P,99.0,269.0,6.181344985961914,0.1776331216096878,6.358978107571602
1006304,Larry Jackson,Larry Jackson,STL,Cardinals,28,P,106.0,282.0,6.062204837799072,0.23999106884002686,6.302195906639099
1011066,Frank Robinson,Frank Robinson,CIN,Reds,18,1B/LF,562.0,,,6.302105903625488,6.302105903625488
1005075,Dick Groat,Dick Groat,PIT,Pirates,27,SS,629.0,,,5.765745162963867,5.765745162963867
1007364,Frank Lary,Frank Lary,DET,Tigers,6,P,108.0,274.3333,5.298718452453613,0.3887213170528412,5.6874397695064545
1005684,Ray Herbert,Ray Herbert,KCA,Athletics,10,P,92.0,252.6666,5.313569068908691,0.06138334423303604,5.3749524131417274
1008420,Mike McCormick,Mike McCormick,SFG,Giants,30,P,95.0,253.0,5.057564735412598,0.06007574126124382,5.1176404766738415
1005866,Don Hoak,Don Hoak,PIT,Pirates,27,3B,636.0,,,5.051486492156982,5.051486492156982
1000278,Luis Aparicio,Luis Aparicio,CHW,White Sox,4,SS,670.0,,,5.003116130828857,5.003116130828857
1011055,Brooks Robinson,Brooks Robinson,BAL,Orioles,2,3B,651.0,,,4.909218788146973,4.909218788146973
1012043,Bill Skowron,Bill Skowron,NYY,Yankees,9,1B,584.0,,,4.746744155883789,4.746744155883789
1010039,Camilo Pascual,Camilo Pascual,WAS,Senators,8,P,60.0,151.6666,4.346733093261719,0.2939050495624542,4.640638142824173
1010360,Vada Pinson,Vada Pinson,CIN,Reds,18,CF,706.0,,,4.58071756362915,4.58071756362915
1005329,Ron Hansen,Ron Hansen,BAL,Orioles,2,SS,604.0,,,4.498753070831299,4.498753070831299
1007410,Vern Law,Vern Law,PIT,Pirates,27,P,104.0,271.6666,4.162042617797852,0.26933708786964417,4.431379705667496
1001463,Ernie Broglio,Ernie Broglio,STL,Cardinals,28,P,79.0,226.3333,4.065199375152588,0.3531171381473541,4.418316513299942
1011303,Pete Runnels,Pete Runnels,BOS,Red Sox,3,1B/2B,613.0,,,4.257321357727051,4.257321357727051
1002507,Gene Conley,Gene Conley,PHI,Phillies,26,P,66.0,183.3333,4.384346961975098,-0.18856486678123474,4.195782095193863
1009048,Bill Monbouquette,Bill Monbouquette,BOS,Red Sox,3,P,80.0,215.0,4.5824713706970215,-0.41456714272499084,4.167904227972031
1010681,Pedro Ramos,Pedro Ramos,WAS,Senators,8,P,94.0,274.0,4.534441947937012,-0.3906516432762146,4.143790304660797
1005609,Woodie Held,Woodie Held,CLE,Indians,5,SS,430.0,,,4.048740386962891,4.048740386962891
1002729,Del Crandall,Del Crandall,MIL,Braves,16,C,596.0,,,3.987091302871704,3.987091302871704
1006590,Sam Jones,Sam Jones,SFG,Giants,30,P,89.0,234.0,3.9030110836029053,0.06288731098175049,3.9658983945846558
1004281,Nellie Fox,Nellie Fox,CHW,White Sox,4,2B,684.0,,,3.9572925567626953,3.9572925567626953
1000067,Joe Adcock,Joe Adcock,MIL,Braves,16,1B,570.0,,,3.9546191692352295,3.9546191692352295
